Resight ID,Rankings,Name,Position,Location,Organisation,Bio,Sophistication score,S Tech and data,S Pricing,S Talent development,Experience score,numberOfReferences,E Service,E Expertise,E Commerciality,E Communication,E EQ,E Strategy,E Network,E Leadership,CaseTitle1,CaseSlug1,CaseTitle2,CaseSlug2,CaseTitle3,CaseSlug3
IND00090,Capital Markets - Equity,Gautham Srinivas,Partner,Delhi,Khaitan & Co,"Gautham Srinivas runs a pure-play ECM practice, covering IPOs, QIPs, and public offerings exclusively, with relationships built around promoters and management teams over the long term. Instruction scores are his strongest RISE metric, with value and client sub-indicators among the highest in this ECM cohort. Srinivas is comfortable working in deals without precedent. For example, Fractal Analytics, which recently listed as one of the world's first AI companies to go public in India, and Aditya Infotech, a $150mn CCTV technology IPO subscribed approximately 100 times. He is committed to his long-term client relationships and not too concerned at only chasing headline transactions at their expense, and keen to build relationships for the practice.",6.7,-,-,-,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00323,Capital Markets - Equity,Gokul Rajan,Partner - Regional Co-Head Markets Practice (North),Delhi,Cyril Amarchand Mangaldas,"Gokul Rajan's strongest RISE scores are for experience and instructions, which he performs notably well in both. For his experience score, Rajan received some of the highest scores in the cohort from a top-notch client base - as reflected in his client list. He has worked on some of the largest transactions in the Indian market such as the Hyundai IPO at approximately $3bn, LG India, Zomato, Swiggy and LIC, with Hyundai and LG executed back-to-back. His time with Linklaters, as well as an in-house lawyer at Citi and his M&A work, gives him a big picture approach to managing transactions.",6.4,6,6,7,9.5,2,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND02635,Capital Markets - Equity,Jabarati Chandra,Partner,Mumbai,S&R Associates,"India's first insurance company IPO, large-scale QIPs, and tech listings including that of Pine Labs are in Jabarati Chandra's bag. This run of transactions gives her high scores for client base and mandate value in this RISE cohort of ECM lawyers. However, her highest RISE metric comes from her experience scores: her clients really enjoy working with her.  She is strong in the tech sector, and feels it is a sector that requires more than execution prowess and one in which she can exert her fairly unique judgement.  Chandra is deliberate about building a team that mirrors her approach: one that can both digest regulatory updates, provide practical context and then properly advise clients on what actions to take.",7.5,7.3,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND02649,Capital Markets - Equity,Jitesh Shahani,Partner,Mumbai,S&R Associates,"With extensive experience across IPOs, QIPs, rights offerings and other ECM transactions, Jitesh Shahani at S&R Associates is known for combining a strong technical command of Indian securities regulation with a practical, business-oriented approach. His sophistication scores in the RISE rating are on par with the market. Training and development is the standout sub-indicator alongside a strong client base. His clients value his ability to anticipate regulatory issues and translate evolving frameworks into clear, actionable transaction strategy. Shahani brings substantial international experience to his practice, having worked in Singapore with leading international law firms. His recent representative matters include IPOs and other equity offerings for Afcons Infrastructure, Suzlon Energy, TBO Tek, Pine Labs and Sudeep Pharma.",7.1,7.3,5,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND02650,Capital Markets - Equity,Juhi Singh,Partner,Delhi,S&R Associates,"The ICICI Prudential AMC IPO, where Juhi Singh represented Prudential as sole selling shareholder in a 100% offer for sale alongside a substantial pre-IPO involving over 28 investors, is the kind of transaction her experience and instruction scores are built on. She also has a high score for the quality of her client base. 

Singh's approach to training her junior lawyers is the sophistication standout: an open-door policy, informal check-ins, and detailed DRHP walkthrough sessions focuses lawyers on understanding substance rather than mechanical drafting. She practitioners who are able to reason through a problem rather than just locating a precedent. 

Her practice is sector-agnostic, but with a recent concentration across tech, manufacturing, healthcare, pharma, insurance, and BFSI.",7.3,7.3,6,8,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00579,Capital Markets - Equity,Lionel D'Almeida,Senior Partner,Mumbai,AZB & Partners,"Lionel D'Almeida has strong market share, as evinced by his instruction scores and a media profile that reflects his role on transactions with public market significance. His client base leans toward private equity and promoter-backed companies, and he advises across the full stakeholder spectrum, acting for issuers, promoters, banks, and PE investors. This breadth allows him nuanced understanding of where transactional tensions are likely to be. Alongside the International Financial Services Authority, he helped shape the regulatory framework for India's GIFT City IFSC. His work at the intersection of practice and policy is useful in a jurisdiction that is still defining its rules.",6.9,6.7,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND01975,Capital Markets - Equity,Madhurima Mukherjee (Saha),Partner,Delhi,JSA Advocates & Solicitors,"Madhurima Mukherjee's RISE reputation score reflects a career spent building capital markets practices across several of India's leading firms including Amarchand Mangaldas, Luthra and Luthra and AZB. Now at JSA, she is one of India's most experienced practitioners. Naturally, her RISE Instruction score is high, and she handles both a large volume of work that is high in value.  Recent work with Google and Microsoft is reflective of her quality practice: both engagements required her team to go well beyond standard legal counsel scope, guiding global corporates through the mechanics of the Indian capital markets process in a way that was closer to a banking advisory role than a legal one.",5.6,4,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND01732,Capital Markets - Equity,Manan Lahoty,Partner (Head - Capital Markets),Mumbai,Cyril Amarchand Mangaldas,"Manan Lahoty heads India's largest capital markets teams by headcount and receives high numbers of peer recognitions. What distinguishes his practice is a combination of pioneering transaction work and a team that handles demanding mandates without the attrition that afflicts comparable practices. Lahoty led India's first reverse flip IPOs, including PhonePe and Groww, alongside Swiggy, Hella Infra, and Vishal Mega Mart, navigating structural challenges with little precedent. His track record for novel transactions, paired with strong reputation and instruction scores, sets him clearly apart.",7.2,6,8,8,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00494,Capital Markets - Equity,Nikhil Naredi,Partner,Mumbai,Shardul Amarchand Mangaldas & Co,"Nikhil Naredi at Shardul Amarchand Mangaldas & Co. leads the firm's Mumbai capital markets team alongside Prashant Gupta in Delhi. His reputation scores are his strongest RISE metric. 

Highly regarded by peers, he draws repeat mandates from investment banks and PE houses, including Blackstone and Warburg Pincus portfolio companies. 

Marquee transactions include the Hyundai Motors IPO and the ICICI Prudential Mutual Fund IPO, notable for coordinating one of India's largest syndicates with 18 underwriters. His team holds mandates on two large REIT and InvIT transactions, including a circa $500mn Blackstone portfolio deal currently in progress.",6.5,6.7,7,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00140,Capital Markets - Equity,Oishik Bagchi,Partner,Mumbai,Khaitan & Co,"Oishik Bagchi scores most strongly on instructions and sophistication in the RISE metrics, with talent development and client base his standout sub-indicators. Bagchi starts his junior training programme each June with new hires, running frequent sessions on drafting and capital markets processes, supplemented by a course in partnership with Gujarat National Law University. It blends online and offline teaching and functions as a recruitment pipeline. His client base spans, amongst others, Morgan Stanley, Citi, Goldman Sachs, and ICICI Securities on the banking side and Vikram Solar, FirstCry (Brainbees Solutions Limited), Tenneco and Smartworks on the company side, with clients often retained post-IPO for follow-on work. The Vikram Solar IPO, executed in a nascent renewable energy sector with limited precedent and disputes managed in court late in the timeline, illustrates the complexity of his practice.",7.5,7.3,7,8,9.4,3,9.4,9.4,9.4,9.4,9.4,8.6,9.4,9.4,-,-,-,-,-,-
IND02009,Capital Markets - Equity,Pracheta Bhattacharya,Partner,Mumbai,JSA Advocates & Solicitors,"Pracheta Bhattacharya's instruction scores are his strongest RISE metric at JSA, with client base and deal value among the strongest sub-indicators, built on relationships with IIFL, Axis, Kotak, and other domestic and international merchant banks. 

Bhattacharya's practice spans equity capital markets with InvITs and REITs as a core specialism, an unusual combination that few practitioners in this cohort have developed to the same depth. 

What distinguishes his current client profile is a deliberate concentration on government-linked infrastructure mandates, including the Ministry of Coal and Ministry of Roads, at a moment when disinvestment targets are becoming more aggressive. The NHAI fundraise at approximately $560mn illustrates that positioning.",6.3,5.3,-,-,7.2,1,8,10,8,8,8,8,8,8,-,-,-,-,-,-
IND08611,Capital Markets - Equity,Prashant Rajput,Partner,Mumbai,Economic Laws Practice,"Prashaant Rajput at Economic Laws Practice achieves his strongest RISE scores in the sophistication of his practice. He uses AI to scan and compare transactional documents across repeat mandates, alongside interactive training that grounds juniors in the real impact of regulatory changes on live transactions. The Waterways Leisure IPO, a luxury cruise listing with no Indian market comparator, illustrates his practice well: a niche sector requiring careful pre-emptive drafting and disclosure work. Rajput is candid about managing egos across a transactional team and views collaborative problem-solving, including owning mistakes, as central to getting deals done.",6.7,-,-,-,7,1,8,8,8,8,8,8,8,8,-,-,-,-,-,-
IND00502,Capital Markets - Equity,Prashant Gupta,National Practice Head of Capital Markets,Delhi,Shardul Amarchand Mangaldas & Co,"Prashant Gupta  is the number one ranked equity capital markets RISE lawyer in this year's cohort. He received more peer recommendations than any other practitioner. The majority (80%) of his book of work is on deals above $250mn, and he acts as issuer counsel on large marquee technology and internet transactions, as well as for global multinationals. 

The complexity on these technology and internet mandates tends to come from regulator scepticism toward loss-making companies, fragmented cap tables, and shareholders who all want different things. 

His issuer counsel role on one of India's largest IPOs for  Hyundai at approximately $3bn illustrates the level at which he operates.",8.7,7.3,9,10,10,4,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND01744,Capital Markets - Equity,Priyadarshini Rao,Partner,Mumbai,Cyril Amarchand Mangaldas,"Priyadarshini Rao's client score is among the highest in this cohort at Cyril Amarchand Mangaldas. Her base includes ICICI Prudential AMC, ICICI Bank, Blackstone, JPMorgan, Kotak, Nomura, and UBS across equity capital markets and a recently expanded InvIT practice. 

Instruction scores are Rao's strongest RISE metric, although she also scores well in the sophistication indicators. Her approach to pricing approach stands out. Pricing benchmarks are set at the partnership level but adjusted for client importance and strategic value.

One of the younger practitioners in this cohort, Rao's willingness to move into new sectors before they become crowded is what her client and deal flow numbers appear to suggest.",6.7,6.7,8,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND01752,Capital Markets - Equity,Ravi Dubey,Partner,Mumbai,Cyril Amarchand Mangaldas,"Ravi Dubey's practice is product-driven rather than client-driven, built across IPOs, QIPs, rights issues, and block trades for a both investment banks and issuers. Instruction scores are his strongest RISE metric, with sub-indicators showing high deal value and notable volume for a practitioner who is deliberate about mandate selection. His client base spans large Indian corporates, family-owned promoter groups, and PE-backed companies preparing to list, often with intricate promoter structures and cross-border elements. His sweet spot is anticipating regulations. He reads the intent behind rules rather than their surface application, helping clients get ahead of problems.",6.5,6.7,5,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00371,Capital Markets - Equity,Reuben Chacko,Partner - Regional Co-head Markets Practice (South),Bengaluru,Cyril Amarchand Mangaldas,"Based in Bangalore, Reuben Chacko co-leads CAM's South India capital markets team. Chacko is a very forward thinking lawyer and heavy AI user. He is also actively involved in recruitment and now assesses law students for their AI familiarity and proficiency. Other external roles include doing guest lectures in law schools (capital markets / securities law) a few times per year.

In the RISE rating, his highest scores are in the instructions and sophistication set of indicators. His standout sub indicator is his usage of AI and data, where he is a keen experimenter. One of his use cases was to use AI to identify lender consent requirements (change of shareholding/management/control) across hundreds of bulky financing agreements (common for NBFC/MFI issuers). He predicts it has saved ~60–70% of time versus manual review.

Chacko also scores very strongly on work complexity: he works in highly regulated sectors such as pharma and healthcare where IPOs/QIPs are challenging, and due diligence involves extensive operational approvals and compliance review. Recent deals include Anthem Biosciences IPO and Biocon Limited's QIP.",7.6,8.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00777,Capital Markets - Equity,Richa Choudhary,Partner,Mumbai,Trilegal,"Richa Choudhary at Trilegal has near-perfect instruction scores, with a client base score that reflects their blue chip quality.  She works across both equity and debt capital markets and scores highest overall for volume of matters while maintaining strong deal quality. One of her most distinctive transactions is the first listing on India's Social Stock Exchange, advising SGBS Unnati Foundation on a Zero Coupon Zero Principal instrument IPO without a guiding playbook. The structure attracted enough international attention that the Malaysian Stock Exchange approached her team for guidance on setting up a comparable framework.",8.3,8.7,6,9,8.8,2,10,9,9,9,8,9,9,9,-,-,-,-,-,-
IND02634,Capital Markets - Equity,Sandip Bhagat,Partner,Mumbai,S&R Associates,"Sandip Bhagat is one of the most experienced practitioners in Indian capital markets, with his name above the door and a three-decade career spanning US securities law, Indian transaction structuring, and active involvement in SEBI's Primary Markets Committee. 

His instruction scores are his strongest RISE metric and he scores highest for client base and deal value, built on long-standing relationships with major domestic and international investment banks including ICICI, Axis, Citi, Goldman Sachs, and Morgan Stanley. 

Notable recent work includes advising Prudential as sole selling shareholder in the ICICI Prudential AMC IPO, a transaction with meaningful cross-border complexity given Prudential's UK and Hong Kong listings.",7.3,6.7,7,8,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00229,Capital Markets - Equity,Sudhir Bassi,Executive Director,Mumbai,Khaitan & Co,"Membership of SEBI's Primary Market Advisory Committee gives Sudhir Bassi a direct line into regulatory policy. His work on ESOP grandfathering rules for founders reclassified as promoters is a concrete example of that influence translating into outcomes for clients. Instruction and experience scores are his strongest RISE metrics, with client base and complexity the standout sub-indicators. His practice focuses on multinational subsidiaries seeking Indian listings and mature PE-backed companies, a client profile that tends to generate structurally demanding work. Blackstone is a named repeat client, which gives his team a rounded experience and Bassi has a steady pipeline of deals in the $300mn to $800mn range.",7.3,7.3,8,7,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00245,Capital Markets - Equity,Thomas George,Partner,Bengaluru,Khaitan & Co,"George's client list says it all. In the Pine Labs IPO, he advised approximately 17 selling shareholders including Peak XV, Mastercard, and PayPal, and his banking relationships span JM Financial, Kotak, ICICI Securities, Citi, Morgan Stanley, JPMorgan, and Goldman Sachs. His RISE strengths are in his instruction scores, where his client base is a standout sub-indicator and in his sophistication scores. His work on the WeWork India and Indicube listings, reveal a sub-specialism in a pocket of the market that has genuine structural complexity. In terms of the sophistication of his practice, his team uses AI for consent checks across financing contracts, diligence verification, and first-pass document review, allowing senior lawyers to focus on higher-value legal work.",7.1,7.3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00601,Capital Markets - Equity,Varoon Chandra,Head of Capital Markets Practice,Mumbai,AZB & Partners,"Varoon Chandra leads AZB's capital markets practice and scores most strongly on instructions and experience, with volume and value sub-indicators that reflect a consistent flow of complex mandates rather than high-profile work. His focus is primarily ECM, with DCM taken on selectively where the complexity warrants it. His client base spans Tata Capital, Hexaware, Swiggy, Canara Robeco, and Infosys across a sector-agnostic practice that includes financial services, technology, consumer, and asset management.",6.6,6,-,-,9.5,2,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00552,Capital Markets - Debt,Veena Sivaramakrishnan,Partner & Co-head - Banking and Finance,Mumbai,Shardul Amarchand Mangaldas & Co,"Veena Sivaramakrishnan's practice stands especially strong in instructions, completing work for a great set of clients. Recent completed transactions include India's largest debt raise, at approximately $3bn, for Shapoorji Pallonji Group as well as one the country's largest FDI mandates in Indian financial services by Emirates Bank. As seen across the RISE sophistication metrics, Sivarakmakrishnan also takes an interesting approach to pricing: most work is billed on a fixed-fee basis, with 15 to 20 % of matters charged hourly during early-stage structuring, and pricing data tracked through finance systems to inform future fee predictions. She notes that she is deliberate about knowing when to intervene in a transaction and when to let her team take ownership, staying current on regulatory developments as the foundation for both.",6.7,6.7,8,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND03138,Capital Markets - Equity,Vijay Parthasarathi,Partner,Bengaluru,Trilegal,"Vijay Parthasarathi  leads a 25-lawyer practice and his instruction scores are his strongest metric, with consistently high-value mandates. 

His practice covers technology, fintech, consumer and retail, real estate, renewables, and NBFCs. Both the recent PhonePe IPO, where his team represented PhonePe in September 2025, and the Brookfield REIT QIP, one of the largest real estate QIPs completed in India in December 2025, are standout recent matters, alongside a Piramal Group reverse merger listing that required navigating listing mechanics without a traditional IPO process.",6.9,7.3,6,7,7.9,1,10,10,10,10,10,8,8,8,-,-,-,-,-,-
IND03141,Capital Markets - Equity,Vinay Sirohia,Partner,Bengaluru,Trilegal,"Vinay Sirohia has a good track record, able to handle complex, drawn-out transactions such as the Indo-MIM IPO.  His background spans equity, debt, and overseas financing programmes, and earlier transactions include the Gland Pharma IPO, the first Chinese-driven IPO in India, and Bharti Airtel's $9bn acquisition debt refinancing. Besides his strong market share, he is also a keen mentor. Junior lawyers are brought to pitch meetings and encouraged to build relationships with bankers early. His practice is sector-agnostic, covering tech, fintech, telecom, defence, manufacturing, staffing, pharma, healthcare, and retail.",7.1,6.7,6,8,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND01774,Capital Markets - Equity,Vishal Yaduvanshi,Co-Head of Capital Markets Practice (North),Delhi,Cyril Amarchand Mangaldas,"Vishal Yaduvanshi's  instruction scores are his strongest RISE metric. and he scores particularly highly for the quality of his client base, with a consistent track record of high-value mandates. His work includes PhonePe, the largest Indian payments gateway company at a $1.5bn IPO and $10 to $15bn valuation, and Physics Wallah, the first education technology company to go public in India at approximately $500mn, a listing that he says has materially restored market confidence in the edtech sector. 

Yaduvanshi is passionate about building cohesive teams. He runs quarterly social evenings and monthly meetings focused on the bigger picture rather than transactions, an approach he sees as central to retaining good people in a competitive market.",5.3,6.7,5,4,7.9,1,10,8,10,10,10,8,8,10,-,-,-,-,-,-
IND01046,Capital Markets - Equity,Vishnu Dutt U,Partner,Mumbai,Bharucha & Partners,"Dutt has an integrated securities law practice, and deep understanding of how SEBI and SAT will rule on certain matters, enhancing the quality of his diligence and disclosures for clients. His highest RISE metric is in instructions. Key clients include mid-sized investment banks such as Ecmoris, MK Capital, IIFL, Centrum, Dam Capital, and Motilal Oswal, with Motilal Oswal and IIFL gaining a lion's share of medium-sized deals (in the 500-1,000 crore range) over the last 18 months.

Dutt's other high-scoring sub indicator was in the development of junior lawyers. Training extends beyond capital markets, reflecting the firm's philosophy of ""holistic lawyering"". For example, capital markets lawyers review banking laws and attend sessions on labour codes and the new Securities Market Code. Dutt emphasises that capital markets is a practical discipline with a steep learning curve in the first 12-18 months. The firm consciously ensures that juniors understand the rationale behind templates rather than simply relying on precedent-driven drafting.

Significant recent matters included a CNC manufacturer IPO notable for its high-profile client list including Apple, Ferrari, Rolls Royce and defence manufacturers.",6.6,6,5,8,9.5,2,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND03123,Capital Markets - Equity,Yash J Ashar,Senior Partner,Mumbai,Cyril Amarchand Mangaldas,"Yash J Ashar has the highest number of peer recommendations and carries one of the strongest combined reputation and instruction scores in the Indian capital markets category. His practice spans IPOs, QIPs, and securities regulation. His ability to navigate SEBI and stock exchange scrutiny is commended by his peers. Ashar personally leads high-value transactions for clients such as Tata Capital, Swiggy, and Hyundai India, remaining closely involved through disclosure, regulatory, and structural complexity.",6.5,7.3,8,5,9.7,3,10,10,9.4,9.4,9.4,10,9.4,9.4,-,-,-,-,-,-
IND02647,Capital Markets - Equity,Pratichi Mishra,Partner,Mumbai,S&R Associates,"Sitting on SEBI standing committees for business trust regulation is unusual for a partner at Pratichi Mishra's career stage, and that proactive and direct regulatory engagement is what her sophistication scores and the quality of her infrastructure advisory work appear to reflect. 

Instructions are Mishra's strongest RISE metric. High scores for client base and deal value are built on some of India's largest infrastructure transactions including a road-sector investment of approximately $1.1bn and multiple fundraises exceeding $500mn. Her practice spans the full lifecycle of infrastructure and real estate platforms rather than a single stage of capital markets work, which is itself a differentiator.

Mishra also scores highly in terms of the way she runs her practice. With her associates, she involves them in conferences and policy related work, including regulatory research and drafting. They are required to write monitor and analyse regulatory updates within 24 to 48 hours of changes, a training philosophy that mirrors her own relationship with the regulatory process.",7.5,7.3,7,8,7.6,1,10,10,8,8,8,8,10,8,-,-,-,-,-,-
IND01474,Competition,Abhay Joshi,Partner,Delhi,Economic Laws Practice,"Abhay Joshi's strongest RISE metric is instructions, driven by the exceptional complexity of mandates he handles for a high-quality client roster. His portfolio includes IREL India, Bridgestone India, SKF India, Ecozen Solutions, Corteva Agriscience, and United Breweries. His practice is defined by these layered enforcement matters rather than routine market-share analysis, reflecting a deep institutional understanding of Indian competition law.

Joshi differentiates himself through his ""quiet achiever"" status; while his reputation score is more minimal, his work on sophisticated regulatory intersections is notable. He recently defended IREL in a monopoly abuse case, arguing that strategic policy context justifies market position. His work for United Breweries involved navigating a highly regulated industry to address complex business issues regarding the sharing of commercially sensitive pricing and production data. Having transitioned from a background in M&A and private equity, Joshi also leverages a growing strand of data privacy work. He believes this forward-facing approach, treating privacy as a non-price parameter in competition analysis, is essential for modern market power mandates.",5.5,5.3,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND08613,Competition,Abir Roy,Co-founder & Partner,Delhi,Sarvada Legal,"Abir Roy at Sarvada Legal occupies an unusual position in the Indian competition market: an enforcement-led practice running approximately 80% contentious work, with a distinct concentration on the complainant side in big tech platform cases at a time when most comparable complexity sits within larger full-service firms.

Abir's work on Google, Apple and app ecosystem matters involves technical arguments around platform economics, data flows and jurisdictional overlap with data protection, with data accumulation treated as a source of dominance rather than a separate regulatory question. A notable feature is his representation of app developer communities acting collectively against dominant platforms, requiring coordination of multi-party complainant strategies across long-running, multi-forum disputes. He argues his own matters and maintains full file ownership throughout, a model that suits the litigation-control and forum-strategy dimension of enforcement work but operates from a smaller platform than the full-service practices handling comparable complexity.",6.6,6,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND02656,Competition,Akshat Kulshrestha,Partner,Delhi,S&R Associates,"Akshat Kulshrestha at S&R Associates scores most strongly on RISE instruction metrics, driven by technically demanding merger control work and growing enforcement exposure rather than filing volume alone. His Client base is the standout sub-indicator, spanning infrastructure, private equity, and logistics, alongside cartel defence and High Court litigation for a top global express courier company. RISE sophistication scores are the second strongest signal. AI usage is notable, with the team building a competition-specific repository of CCI precedents segmented by conduct type, penalty range, and market definition using Lucio.",6.7,6.7,8,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00033,Competition,Anisha Chand,Partner,Mumbai,Khaitan & Co,"Placed 15th in the 2026 RISE competition list, Anisha Chand has high sophistication and experience scores. Within the sophistication score, Chand's attention to talent development and approach to pricing reflect a practice with little attrition rate and encouragement to junior lawyers to experiment AI within upskilling courses. Chand's instruction scores with client quality and mandate value as the leading contributing metrics. Her instructions profile points to consistent flow from large strategic and sponsor-led transactions, with the team among the most active in Indian merger control by filing volume and particularly prominent in long-form notifications.

The practice is notable for sitting where scale and complexity meet: form-two filings, borderline-modification matters and transactions where the work centres on data-heavy advocacy to avoid remedies rather than reacting to a clearance problem already in motion. Beyond merger control, Chand maintains a full-spectrum competition practice spanning cartel matters, leniency work, complainant-side mandates and compliance programmes for global platforms, with a developing strand of advisory at the competition-privacy intersection.",8.1,6.7,9,9,8.3,1,10,10,10,8,10,10,10,10,-,-,-,-,-,-
IND00038,Competition,Anshuman Sakle,Partner,Mumbai,Khaitan & Co,"Anshuman Sakle’s reputation is defined by exceptional visibility; he is one of the most frequently quoted practitioners in the legal press and maintains an excellent profile across international legal directories and peer mentions. His instructions score is equally robust, reflecting a high-volume, high-complexity practice that handled 17 major transactions in 2025 for a prestigious client roster including Torrent Pharmaceuticals, Mahindra & Mahindra, Haldiram Snack Foods, Interpublic Group (IPG), Wilmar International, and American Axle & Manufacturing.

Based in Mumbai, Sakle’s practice typically splits 75% toward merger control and 25% toward enforcement, though he notes this ratio fluctuates with the Commission’s investigative cycles. He differentiates himself through a culture of team continuity; by giving associates early client-facing responsibility, he maintains notably low attrition rates. This stability, combined with his long-standing engagement with the CCI, provides clients with reliable regulatory navigation across diverse sectors such as pharma, financial services, and oil and gas. ",6.9,6.7,7,7,8.5,1,10,10,10,10,10,10,10,10,-,-,-,-,-,-
IND00428,Competition,Aparna Mehra,Partner,Delhi,Trilegal,"Aparna Mehra ranks within the top 20 of the RISE competition list, with her strongest metric being reputation. This standing is driven by consistent recognition across legal directories and a notable social media presence, alongside a solid profile among her peers. Her instructions score is also robust; while she maintains an understated profile, she remains a trusted advisor for high-caliber clients including ArcelorMittal, Bain Capital Investors, Jindal Steel & Power, Rolls-Royce India, and Vedanta Limited.

As one of the first generation of Indian competition specialists with two decades of experience, Mehra's practice has a distinct cross-border character. She is frequently sought out as local counsel by firms in Japan, Brussels, London, and New York for specialist mandates. She believes her practice is valued for its reliability and deep system-level understanding of Indian merger control. This expertise is evident in her analysis of deal value thresholds and evolving green channel filing behaviors, reflecting a sophisticated grasp of the regulatory landscape that transcends individual mandates.",6.5,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IND00301,Competition,Avaantika Kakkar,Partner (Head - Competition Law),Mumbai,Cyril Amarchand Mangaldas,"Avaantika Kakkar's strongest RISE metrics are reputation and instructions, with high scores driven by consistent peer recognition, strong directory presence and sustained demand from sophisticated clients. Her practice spans the Commission, appellate forums, High Courts and the Supreme Court, a breadth of forum coverage within a single practice that differentiates her in a market where many competition partners operate more narrowly. She is focused on complex, data-heavy merger control work across healthcare, infrastructure and industrial sectors, where market definition and competitive effects are actively contested. She operates a lean staffing model, giving associates and partners greater ownership of matters. On the enforcement side, she has been involved in a number of the regulator's most significant dawn raids, including instructions from clients outside the firm's existing base, reflecting trust in high-pressure situations.",7.2,6,8,8,9.1,2,10,10,10,9,10,10,8,9,-,-,-,-,-,-
IND01150,Competition,Avinash Amarnath,Partner,Hyderabad,Chandhiok & Mahajan,"Avinash Amarnath's scores highest in instructions, and is particularly strong for its complexity, followed by client quality and volume metrics. Amarnath's practice has a greater emphasis on complex enforcement work and litigation mandates, for a client mix that includes Google, Intel and major participants in the Amazon and Flipkart investigations, alongside significant corporate groups and media distribution clients. Around half the practice is international, with working relationships spanning Allen Overy Shearman, Freshfields, Linklaters, Davis Polk, and Stibbe. His work sits at the intersection of competition law, administrative law and sector regulation, with a particular concentration in digital markets, telecom-media disputes, leniency and cartel defence.Notable matters include acting on what is understood to be India's first commitments application under the new settlements framework, the Asianet Digital jurisdictional dispute requiring analysis of competing regulatory regimes at the Supreme Court level, and the seller-side challenge in the Amazon and Flipkart investigations raising fundamental questions of CCI procedure and due process.",7.1,6.7,6,8,8.1,1,10,10,10,10,10,8,8,10,-,-,-,-,-,-
IND00628,Competition,Bharat Budholia,Senior Partner,Mumbai,AZB & Partners,"Bharat Budholia ranks 10th in the RISE competition rating, with instructions serving as his strongest metric. This standing is driven by a prestigious client roster and a near-equal balance between high volume and technical complexity. Based in Mumbai, Budholia is structurally positioned at the center of the city's private equity deal flow, representing heavyweights such as KKR and TPG, alongside Mankind Pharma, Citibank, Siemens, Qube Cinema, the BCCI, and the IATA.

His reputation is exceptionally high, supported by strong peer recommendations and a consistent profile across legal directories and the legal press. Approximately 60% of his work focuses on merger control, where he differentiates himself by rejecting template-driven filings in favour of bespoke, sector-specific narratives. Within the sophistication category, his use of technology is a practical marker of quality; he has developed searchable databases of past advisory case law and sector-specific notes to ensure institutional consistency.",6.1,6.7,5,6,7.9,1,10,10,8,10,10,8,8,10,-,-,-,-,-,-
IND01161,Competition,Deeksha Manchanda,Partner - Competition and Data Privacy,Delhi,Chandhiok & Mahajan,"Deeksha Manchanda at Chandhiok & Mahajan scores most strongly on RISE instruction and sophistication metrics, with volume and technology the standout indicators. This is an unusual pairing that points to a practitioner embedded in technically demanding, long-running enforcement matters rather than one whose profile is driven by market pull or transaction flow. Her practice runs 60/40 in favour of behavioural, advisory, and enforcement work over merger control. Google is the clearest centrepiece, with multiple overlapping matters since 2020, a coordinated appeals strategy, and a substantial penalty reduction among the outcomes. JCB, Michelin, and Coca-Cola feature alongside, several on matters stretching across years rather than single mandates. That sticking power on complex, regulator-facing disputes is the most distinctive feature of the practice. She integrates AI tools actively into her workflow and takes a hands-on approach to team development and internal culture-building.",7.5,7.3,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
